character,user,makise
Rintaro,How do you know?,"Who knows me better than myself? Don’t forget. It was my mad skillz that turned the PhoneWave into a time leap machine. When you told me about your time leap, I took it as proof that my theories were right. I was happy it succeeded. I really was. I didn’t doubt it was true for a second. Just to be safe, I should probably give you a passphrase. What I want the most right now is my own fork."
Rintaro,...What?,"It doesn’t mean anything, okay!?"
Rintaro,You want your own fork?,"I already have my own spoon... wait, that doesn’t matter! Everything’s ready! Now get out of here! Be careful. And remember... I’m always on your side."
Itaru,I got a fwapp!,"Stop it, perv."
Mayuri,Hmm... Okay! Thanks. All done♪ I finished before Chris-chan! We were racing.,"You win, Mayuri. Congratulations. But I’m finished too. Complete."
Rintaro,We’re not experimenting.,Eh!? I just finished and you’re already shutting it down? What I have been doing these past three days?
Rintaro,Time leaping presents a host of problems. I want to consider them all carefully.,"H-huh. That’s... an unusually respectable opinion, coming from you."
Rintaro,We’ll do that another day.,What?
Rintaro,Are you upset?,...Yeah.
Rintaro,I came from five hours in the future.,... Is that supposed to be funny?
Rintaro,D-don’t glare like that! This isn’t right! You’re supposed to believe me!,What made you think I’d believe something like that!?
Rintaro,"You told me so! Five hours from now, okay!?",Don’t be ridiculous. I would never make such a baseless projection.
Rintaro,"When I told you about my time leap, you said, ’I took it as proof that my theories were right. I didn’t doubt it was true for a second.’ ’Don’t forget. It was my mad skillz that turned the PhoneWave into a time leap machine.’",I don’t talk like that!
Rintaro,What you want most right now is your own fork!,Wha--
Rintaro,"You already have your own spoon, apparently.","S-she said that? I’m gonna kill myself five hours from now... It feels like someone peeked into my heart. And that someone is Okabe, of all people. But I think I believe you. Tell me the details. I see... If what you say is true, then we have a serious problem. Future me said that the chronology protection conjecture holds, but I don’t think that’s quite right. That conjecture says that according to quantum theory, time travel is impossible due to the danger of disrupting causality. But when you time leap, there’s no chance of a time paradox occurring."
Rintaro,"So I was right. The universe itself is censoring me, correcting any changes I try to make.","If that’s true, then time leaping can’t save Mayuri. Nothing you do will change the result."
Rintaro,...I can’t accept that.,"Neither can I. The world is trying to kill Mayuri? As a scientist, I refuse to believe such nonsense."
Rintaro,What about the many-worlds interpretation? I just need to observe the world where Mayuri doesn’t die.,The many-worlds interpretation... That might have something to do with how Mayuri’s means of death keeps changing. But it’s supposed to be impossible for parallel worlds to observe each other. Why are you different?
Rintaro,"Because of my esper power, Reading Steiner.",This is no time for your chuunibyou nonsense.
Rintaro,...There’s no other explanation.,You’ve mentioned that Reading Steiner thing before. Were you actually serious?
Rintaro,Why would I make up something like that?,"I don’t know, but I don’t want to rely on something that may not even exist. Anyway, you can’t control which possibilities you observe. Even if the many-worlds interpretation holds true, it’s unreasonable to expect that you’ll ever find a world where Mayuri doesn’t die."
Rintaro,"Wait. We’re not getting anywhere. Instead of analyzing what I’ve done, let’s think about what we can do.",Time leaping won’t change the result. I just said that.
Rintaro,Then what do we do!?,Calm down.
Rintaro,How can I calm down!? Do you know how many times I’ve seen Mayuri die!? Covered in blood! Gasping for breath! The light fading from her eyes! Again... and again... and again... And all I could do... was watch!,Getting emotional won’t solve anything.
Rintaro,You’re only calm because you weren’t there!,"...True. I don’t know what happens five hours from now. To be honest, it doesn’t feel real at all. But it’s not like I don’t believe you. You have to stay strong, Okabe."
Rintaro,...Sorry. What I don’t understand is how the cause can change but the effect can stay the same. It’s like causality itself is broken.,"Maybe Kiryu Moeka shooting her isn’t the real cause of her death. Maybe it’s something larger and less obvious. For example, maybe she dies because we invented a time machine, or because SERN discovered our hacking. If that’s the cause, then it doesn’t really matter how she dies. Causality remains intact."
Rintaro,Can that theory explain why Nae pushed her in front of a train?,"Oh, right... hmm... Anyway, the principle of causality is absolute. Deny that, and you deny all of physics. There must be a distinct cause for Mayuri’s death."
Rintaro,"So if we figure out what it is, then maybe we can save her.",Not necessarily.
Rintaro,What do you mean?,The problem is when the causal event occurred. If it happened too far in the past... then there’s nothing we can do.
Rintaro,"But I can travel to any time I had a cell phone, can’t I!?","No. It’s still theoretical, but I believe that one leap with our machine has a maximum range of 48 hours."
Rintaro,Why didn’t you tell me that before!?,"Before what? I just finished the Time Leap Machine, remember?"
Rintaro,Future you didn’t say anything about it either.,"Oh, so that’s what you mean. Maybe she just didn’t have the chance."
Rintaro,So how come I can only leap 48 hours?,"I don’t know. Even I don’t understand everything that’s going on inside that thing. But you can do consecutive leaps. That is, as long as the Time Leap Machine exists. For example, if the Time Leap Machine remains functional for ten straight years, you could leap back to this moment ten years from now. Of course, it would take a total of 1825 leaps, so I don’t recommend it. Still, it’s theoretically possible."
Rintaro,Then what’s the problem?,"Weren’t you listening? I said, as long as the Time Leap Machine exists. When was the machine completed?"
Rintaro,...Ah.,"Exactly. An hour ago. August 13th, 2010. 2:00 PM, or thereabouts. It didn’t exist before then. It’s impossible to use the machine before 2 PM today."
Rintaro,So what you’re saying is... I can’t go back farther than 2 PM on the 11th!?,Most likely.
Rintaro,Can’t you improve it!?,"Eventually, maybe, but certainly not now. I’d need a real laboratory with real equipment. It would be expensive, which means we’d need sponsors. And if we go looking, I’m pretty sure SERN would crush us. I’d say that’s proven by the fact that neither you nor I have leapt here from the far future yet."
Rintaro,"We can’t do anything!? Even with the Time Leap Machine, we can’t stop SERN from killing Mayuri five hours from now!? ...Huh? Hey!",Hey! Where are you going!?
Mayuri,"Welcome back, Okarin! Oh! Suzu-san’s with you too♪ I really thought we should celebrate the birth of Super PhoneWave-chan! So Daru-kun and I went shopping♪",W-what do we do?
Itaru,What are you guys whispering about?,Um...
Mayuri,Diss-tope-ear?,"A society where every activity is controlled by the government. In a dystopia, you’re not allowed to eat bananas unless today is banana-eating day. If you break that rule, they throw you in jail without a trial."
Rintaro,"...Wait, don’t tell me. You’re ’KuriGohan and Kamehameha’!?","Titor came forward, so it’s only fair that I do too."
Suzuha,"When SERN successfully completed their time machine, they became the sole entity with power over the fourth dimension, Time. In just two years, they remade the world to serve their purpose. That brings us to you, Makise Kurisu. In 2036, you’re apotheosized as the mother of the time machine.",Apotheosized?
Suzuha,"Apotheosized. As in revered, respected.",Respected? Huh!? I-I am!?
